"code";"parentCode";"level";"name";"shortName";"notes";"validFrom";"validTo"
"00.000";;;"Uoppgitt";"Uoppgitt";
"01";"A";"2";"Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"Jordbruk, tilhør. tjenester, jakt";"Inkluderer: Denne næringen omfatter to basisaktiviteter: produksjon av vegetabilske og animalske produkter, jordbruk, dyrking av genetisk modifiserte vekster og oppdrett av genetisk modifiserte dyr. Både dyrking av vekster på friland og i veksthus inngår Inkluderer også: Omfatter også tjenester tilknyttet jordbruk, jakt og fangst Ekskluderer: Grunnarbeid, f.eks. anlegg av jordterrasser, drenering o.l. grupperes under næringshovedområde: F Bygge- og anleggsvirksomhet. Kjøpere og andelslag engasjert i markedsføring av jordbruksprodukter grupperes under næringshovedområde: G Varehandel, reparasjon av motorvogner. Stell og vedlikehold av landskap grupperes under: 81.30 Beplantning av hager og parkanlegg"
"01.1";"01";"3";"Dyrking av ettårige vekster";"Dyrking av ettårige vekster";"Inkluderer: Omfatter dyrking av ettårige vekster, dvs. planter som ikke varer i mer enn to vekstsesonger Inkluderer også: Omfatter også dyrking av ettårige vekster med henblikk på produksjon av såfrø og såkorn"
"01.2";"01";"3";"Dyrking av flerårige vekster";"Dyrking av flerårige vekster";"Inkluderer: Omfatter dyrking av flerårige vekster, dvs. planter som varer i mer enn to vekstsesonger og enten dør etter hver vekstsesong og vokser fram igjen eller vokser konstant. Omfatter dyrking av slike planter med henblikk på produksjon av såfrø"
"01.3";"01";"3";"Planteformering";"Planteformering";""
"01.4";"01";"3";"Husdyrhold";"Husdyrhold";"Inkluderer: Omfatter oppdrett og avl av alle dyr unntatt sjødyr Ekskluderer: Oppstalling og pass av husdyr grupperes under: 01.62 Tjenester tilknyttet husdyrhold. Produksjon av huder og skinn av dyr som slaktes på slakteri grupperes under: 10.11 Bearbeiding og konservering av kjøtt"
"01.5";"01";"3";"Kombinert husdyrhold og planteproduksjon";"Komb. husdyrhold og planteprod.";""
"01.6";"01";"3";"Tjenester tilknyttet jordbruk og etterbehandling av vekster etter innhøsting";"Tjenester tilknyttet jordbruk";"Inkluderer: Omfatter aktiviteter i forbindelse med jordbruksdrift utført på kontraktbasis Inkluderer også: Omfatter også bearbeiding av vekster etter innhøsting med henblikk på omsetning på det primære marked"
"01.7";"01";"3";"Jakt, viltstell og tjenester tilknyttet jakt og viltstell";"Jakt, viltstell og tilkn. tjenester";""
"01.11";"01.1";"4";"Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster";"Dyrking av korn, belgvekster mv.";"Inkluderer: Omfatter dyrking av korn: hvete, mais, durra, bygg, rug, havre, hirse og andre kornsorter ikke nevnt annet sted, belgvekster: bønner, hestebønner, kikkerter, kuerter, linser, lupiner, erter, ertebønner og andre belgvekster, oljeholdige vekster: soyabønner, jordnøtter, bomullsfrø, kastorbønner, linfrø, sennepsfrø, nigerfrø, rapsfrø, saflorfrø, sesamfrø, solsikkefrø og andre oljeholdige frø Ekskluderer: Dyrking av ris grupperes under: 01.12 Dyrking av ris. Dyrking av sukkermais grupperes under: 01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster. Dyrking av fôrmais grupperes under: 01.19 Dyrking av ettårige vekster ellers. Dyrking av oljeholdige frukter grupperes under: 01.26 Dyrking av oljeholdige frukter"
"01.12";"01.1";"4";"Dyrking av ris";"Dyrking av ris";""
"01.13";"01.1";"4";"Dyrking av grønnsaker, meloner, rot- og knollvekster";"Dyrking av grønnsaker, poteter mv.";"Inkluderer: Omfatter dyrking av: artisjokker, asparges, kål, blomkål, broccoli, salat, sikori, spinat og andre bladgrønnsaker eller stilkgrønnsaker, agurker, sylteagurker, auberginer, tomater, vannmeloner, andre meloner og andre fruktbærende grønnsaker, gulerøtter, matnepe, hvitløk, løk, sjalottløk, purre, andre alliumarter og andre rot-, løk- og knollgrønnsaker, sopp og trøfler, grønnsakfrø og sukkerroefrø, sukkerroer, andre grønnsaker, poteter, søtpoteter, maniok, yam og andre røtter og rotknoller. Ekskluderer: Dyrking av chilipepper, pepperfrukter og andre krydderplanter og aromaplanter grupperes under: 01.28 Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster. Dyrking av soppmycel til formering grupperes under: 01.30 Planteformering"
"01.14";"01.1";"4";"Dyrking av sukkerrør";"Dyrking av sukkerrør";"Ekskluderer: Dyrking av sukkerroer grupperes under: 01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster"
"01.15";"01.1";"4";"Dyrking av tobakk";"Dyrking av tobakk";"Ekskluderer: Produksjon av tobakksvarer grupperes under: 12 Produksjon av tobakksvarer"
"01.16";"01.1";"4";"Dyrking av fibervekster";"Dyrking av fibervekster";"Inkluderer: Omfatter dyrking av bomull, jute, kenaf og andre stengelfibrer, lin, hamp, sisal og andre agavefibrer, abaca, ramie, andre tekstil- fiberplanter og andre fibervekster"
"01.19";"01.1";"4";"Dyrking av ettårige vekster ellers";"Dyrking av ettårige vekster ellers";"Inkluderer: Omfatter alle andre ettårige vekster som: -matkålrot, fôrrøtter, kløver, luserne, fôresparsette, fôrmais og annet gress, fôrkål, o.l. fôrplanter, -bokhvete, -roefrø, unntatt sukkerroefrø, og frø fra fôrplanter, -blomster, snittblomster, blomsterløk og blomsterfrø Ekskluderer: Dyrking av ettårige kryddervekster, aromatiske og farmasøytiske vekster grupperes under: 01.28 Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster"
"01.21";"01.2";"4";"Dyrking av druer";"Dyrking av druer";"Inkluderer: Omfatter dyrking av vindruer og spisedruer i vingårder Ekskluderer: Produksjon av vin grupperes under: 11.02 Produksjon av vin"
"01.22";"01.2";"4";"Dyrking av tropiske og subtropiske frukter";"Dyrking av trop./subtrop. frukter";"Inkluderer: Omfatter dyrking av avocadoer, bananer og pisangbananer, dadler, fikener, mango, papaja, ananas og andre tropiske og subtropiske frukter"
"01.23";"01.2";"4";"Dyrking av sitrusfrukter";"Dyrking av sitrusfrukter";"Inkluderer: Omfatter dyrking av grapefrukt, pompelmus, sitroner, limefrukter, appelsiner, tangeriner, mandariner, klementiner og andre sitrusfrukter"
"01.24";"01.2";"4";"Dyrking av kjernefrukter og steinfrukter";"Dyrking av kjerne- og steinfrukter";"Inkluderer: Omfatter dyrking av epler, aprikoser, kirsebær, surkirsebær, ferskener, nektariner, pærer, plommer og andre kjernefrukter og steinfrukter"
"01.25";"01.2";"4";"Dyrking av annen frukt som vokser på trær eller busker samt nøtter";"Dyrking av bær og nøtter mv.";"Inkluderer: Omfatter dyrking av blåbær, rips, solbær, stikkelsbær, kiwifrukter, bringebær, jordbær og andre bær, mandler, cashewnøtter, kastanjer, hasselnøtter, pistasjenøtter, valnøtter, og andre nøtter, annen frukt som vokser på trær eller busker, f.eks., johannesbrød Ekskluderer: Dyrking av kokosnøtter grupperes under: 01.26 Dyrking av oljeholdige frukter"
"01.26";"01.2";"4";"Dyrking av oljeholdige frukter";"Dyrking av oljeholdige frukter";"Inkluderer: Omfatter dyrking av kokosnøtter, oliven, oljepalmer og andre oljeholdige frukter Ekskluderer: Dyrking av soyabønner, jordnøtter og andre oljeholdige frø grupperes under: 01.11 Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster"
"01.27";"01.2";"4";"Dyrking av vekster for produksjon av drikkevarer";"Dyrk. vekster for prod. av drikkev.";"Inkluderer: Omfatter dyrking av kaffe, te, maté, kakao og andre vekster for produksjon av drikkevarer"
"01.28";"01.2";"4";"Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster";"Dyrking av krydder mv.";"Inkluderer: Omfatter dyrking av flerårige og ettårige kryddervekster og aromatiske vekster: pepper, chilipepper, pepperfrukter, muskatnøtter, muskatplommer, kardemomme, anisfrø,  stjerneanis, fennikel, kanel, kryddernelliker, ingefær, vanilje, humle, andre krydder og aromavekster, farmasøytiske og medisinske vekster"
"01.29";"01.2";"4";"Dyrking av flerårige vekster ellers";"Dyrking av flerårige vekster ellers";"Inkluderer: Omfatter dyrking av gummitrær for utvinning av latex, juletrær og trær for utvinning av sevje Ekskluderer: Dyrking av blomster, produksjon av snittblomster og produksjon av blomsterløk grupperes under: 01.19 Dyrking av ettårige vekster ellers. Utvinning av sevje fra trær eller gummilignende materialer i naturen grupperes under: 02.30 Innsamling av viltvoksende produkter av annet enn tre"
"01.30";"01.3";"4";"Planteformering";"Planteformering";"Inkluderer: Omfatter dyrking av planter til utplanting, prydplanter (herunder ferdigplen) planter for produksjon av løk, knoller og røtter, stiklinger og avleggere, soppmycel til formering og drift av planteskoler unntatt skogplanteskoler Ekskluderer: Dyrking av vekster henblikk på frøproduksjon  grupperes under hhv.: 01.1 Dyrking av ettårige vekster og: 01.2  Dyrking av flerårige vekster. Drift av skogplanteskoler grupperes under: 02.10 Skogskjøtsel og andre skogbruksaktiviteter"
"01.41";"01.4";"4";"Melkeproduksjon på storfe";"Melkeproduksjon på storfe";"Inkluderer: Omfatter oppdrett og avl av melkekyr og produksjon av melk fra kyr og bøfler Ekskluderer: Bearbeiding av melk grupperes under: 10.51 Produksjon av meierivarer"
"01.42";"01.4";"4";"Oppdrett av annet storfe";"Oppdrett av annet storfe";"Inkluderer: Omfatter oppdrett og avl av storfe og bøfler til kjøttproduksjon og produksjon av oksesæd"
"01.43";"01.4";"4";"Oppdrett av hester og andre dyr av hestefamilien";"Oppdrett av hester, esler o.l.";"Inkluderer: Omfatter oppdrett og avl av hester, esler, muldyr og mulesler Ekskluderer: Drift av staller for veddeløpshester og rideskoler grupperes under: 93.19 Andre sportsaktiviteter"
"01.44";"01.4";"4";"Oppdrett av kameler og andre kameldyr";"Oppdrett av kameler og kameldyr el.";"Inkluderer: Omfatter oppdrett og avl av kameler (dromedarer) og dyr av kamelfamilien"
"01.45";"01.4";"4";"Saue- og geitehold";"Saue- og geitehold";"Inkluderer: Omfatter oppdrett og avl av sauer og geiter, produksjon av saue- og geitemelk og produksjon av ull Ekskluderer: Klipping av sau på kontraktbasis grupperes under: 01.62 Tjenester tilknyttet husdyrhold. Produksjon av skinnull grupperes under: 10.11 Bearbeiding og konservering av kjøtt. Bearbeiding av melk grupperes under: 10.51 Produksjon av meierivarer"
"01.46";"01.4";"4";"Svinehold";"Svinehold";"Inkluderer: Omfatter oppdrett og avl av svin"
"01.47";"01.4";"4";"Fjørfehold";"Fjørfehold";"Inkluderer: Omfatter oppdrett og avl av høner, kyllinger, kalkuner, ender, gjess og perlehøns og eggproduksjon og rugerier Ekskluderer: Produksjon av fjær og dun grupperes under: 10.12 Bearbeiding og konservering av fjørfekjøtt"
"01.49";"01.4";"4";"Husdyrhold ellers";"Husdyrhold ellers";"Inkluderer: Omfatter oppdrett og avl av struts, emus og andre fugler (unntatt fjørfe), insekter, kaniner og andre pelsdyr, produksjon av pelsskinn, krypdyr- eller fugleskinn fra dyr som er oppdrettet, oppdrett av slanger, ferskvannsbasert bløtdyroppdrett og snegleoppdrett o.l., oppdrett av silkeorm, produksjon av silkeormkokoner, biavl og produksjon av honning og bivoks, oppdrett og avl av kjæledyr (unntatt fisk), katter, hunder, fugler, hamstere mv. Ekskluderer: Fjørfeavl grupperes under hhv.: 01.471 Hold av verpehøner for konsumeggproduksjon og: 01.479 Annet fjørfehold. Produksjon av huder og skinn av dyr fra jakt og fellefangst grupperes under: 01.70 Jakt, viltstell og tjenester tilknyttet jakt og viltstell. Oppdrett av frosker, krokodiller og havbasert slangeoppdrett grupperes under hhv.: 03.21 Hav- og kystbasert akvakultur og: 03.22 Ferskvannsbasert akvakultur. Fiskeoppdrett grupperes under hhv.: 03.21 Hav- og kystbasert akvakultur og: 03.22 Ferskvannsbasert akvakultur. Oppstalling og dressur av kjæledyr grupperes under: 96.09 Personlig tjenesteyting ikke nevnt annet sted"
"01.50";"01.5";"4";"Kombinert husdyrhold og planteproduksjon";"Komb. husdyrhold og planteprod.";"Inkluderer: Omfatter kombinert produksjon av vekster og husdyrhold uten spesialisering. Den totale størrelsen av gårdsdrifta er ikke en avgjørende faktor. Hvis enten dyrking av vekster eller husdyrholdet på et gårdsbruk overskrider 66% av standard dekningsbidraget, skal det ikke grupperes her, men grupperes under dyrking av vekster eller husdyrhold Ekskluderer: Blandet planteproduksjon grupperes under hhv.: 01.1 Dyrking av ettårige vekster og: 01.2 Dyrking av flerårige vekster. Blandet husdyrhold grupperes under: 01.4 Husdyrhold"
"01.61";"01.6";"4";"Tjenester tilknyttet planteproduksjon";"Tjenester tilknyttet planteprod.";"Inkluderer: Omfatter tjenester tilknyttet planteproduksjon på kontraktbasis: jordkultivering, såing og planting, stell av vekster, sprøyting, beskjæring av trær og busker, prikling og tynning av rotvekster, bekjempelse av skadegjørere, innhøsting og drift av vanningsanlegg Inkluderer også: Omfatter også utleie av jordbruksmaskiner med personell Ekskluderer: Etterbehandling av vekster etter innhøsting grupperes under: 01.63 Etterbehandling av vekster etter innhøsting. Drenering av jordbruksareal grupperes under: 43.12 Grunnarbeid. Landskapsarkitekter grupperes under: 71.113 Landskapsarkitekttjenester. Agronomer og landbruksøkonomers virksomhet grupperes under: 74.909 Annen faglig, vitenskaplig og teknisk virksomhet ikke nevnt annet sted. Hagearkitekter og beplantning grupperes under: 81.30 Beplantning av hager og parkanlegg. Landbruksutstillinger og -messer grupperes under: 82.30 Kongress-, messe- og utstillingsvirksomhet"
"01.62";"01.6";"4";"Tjenester tilknyttet husdyrhold";"Tjenester tilknyttet husdyrhold";"Inkluderer: Omfatter tjenester tilknyttet husdyrhold på aktiviteter som fremmer formering, vekst og ytelse hos husdyr, testing av husdyr (husdyrkontroll), drift av beite, kastrering, rengjøring av fjøs, inseminasjon og bedekning, klipping av sauer, oppstalling og stell av husdyr Inkluderer også: Omfatter også hovslagere Ekskluderer: Utleie av plass utelukkende for oppstalling av husdyr grupperes under: 68.209 Utleie av egen eller leid fast eiendom ellers. Veterinærer grupperes under: 75.00 Veterinærtjenester. Vaksinering av husdyr grupperes under: 75.00 Veterinærtjenester. Utleie av husdyr (f.eks. buskap) grupperes under: 77.39 Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted. Oppstalling av kjæledyr grupperes under: 96.09 Personlig tjenesteyting ikke nevnt annet sted"
"01.63";"01.6";"4";"Etterbehandling av vekster etter innhøsting";"Etterbeh. av vekster etter innhøst.";"Inkluderer: Omfatter etterbehandling av vekster med henblikk på omsetning på det primære marked: rensing, sortering, beskjæring, vasking, desinfisering, rensing av bomull, etterbehandling av tobakksblad og etterbehandling av kakaobønner ved for eksempel avskalling og voksing av frukt Ekskluderer: Etterbehandling av jordbruksprodukter utført av gårdbrukeren grupperes under hhv.: 01.1 Dyrking av ettårige vekster, : 01.2 Dyrking av flerårige vekster og: 01.3 Planteformering. Behandling av såfrø grupperes under: 01.64 Behandling av såfrø. Stripping og gjentørking av tobakk grupperes under:  12.00 Produksjon av tobakksvarer. Markedsføringsaktiviteter utført av kommisjonærer og andelslag grupperes under: 46 Agentur- og engroshandel, unntatt med motorvogner. Engroshandel med jordbruksråvarer grupperes under: 46.2 Engroshandel med jordbruksråvarer og levende dyr"
